cod_mun,municipio,n_meses_teste,casos_reais_total,MAE_pred_Poisson_GLM,RMSE_pred_Poisson_GLM,vies_pred_Poisson_GLM,MAPE_pred_Poisson_GLM,MAE_pred_Random_Forest,RMSE_pred_Random_Forest,vies_pred_Random_Forest,MAPE_pred_Random_Forest,MAE_pred_GradientBoosting,RMSE_pred_GradientBoosting,vies_pred_GradientBoosting,MAPE_pred_GradientBoosting,MAE_pred_XGBoost,RMSE_pred_XGBoost,vies_pred_XGBoost,MAPE_pred_XGBoost
520660,CUMARI,6,0.0,0.013816949002649017,0.015367983384194584,0.013816949002649017,,0.024102788017683497,0.02509410142407118,0.024102788017683497,,0.00553431471046355,0.006022399029235424,0.00553431471046355,,4.004107766666666e-05,6.521647881143827e-05,4.004107766666666e-05,
521470,NOVA AMERICA,6,0.0,0.014271504552964302,0.015488667933272783,0.014271504552964302,,0.019204487078050083,0.021084683363585054,0.019204487078050083,,0.008141749369392734,0.011739671894158898,0.008141749369392734,,6.262549208333333e-05,0.0001332495936409826,6.262549208333333e-05,
521385,MORRO AGUDO DE GOIAS,6,0.0,0.0145346749553211,0.016140749097213105,0.0145346749553211,,0.023874804914060035,0.030077059372021105,0.023874804914060035,,0.01079244832491135,0.015258439330753047,0.01079244832491135,,0.00024406716748333335,0.0005444199179387331,0.00024406716748333335,
521520,NOVO BRASIL,6,0.0,0.0146208988019001,0.016631933811768432,0.0146208988019001,,0.024858466737242346,0.03055221368679127,0.024858466737242346,,0.009195839321637117,0.01332577865726654,0.009195839321637117,,0.00013756331870549998,0.00032235394581590736,0.00013756331870549998,
520393,BURITI DE GOIAS,6,0.0,0.01497647331758825,0.017017738523476593,0.01497647331758825,,0.049314732898966984,0.057125709487146716,0.049314732898966984,,0.02479549139502225,0.03825331265411429,0.02479549139502225,,4.5126919635e-05,8.708460834855053e-05,4.5126919635e-05,
520760,FAZENDA NOVA,6,0.0,0.0150084299179341,0.017016841614983114,0.0150084299179341,,0.04715598631630006,0.05271720464255383,0.04715598631630006,,0.011498506620606317,0.016485612578287512,0.011498506620606317,,0.000197999338375,0.0003439384227176983,0.000197999338375,
520780,FIRMINOPOLIS,6,0.0,0.016063907431699,0.018147120126819266,0.016063907431699,,0.049683776109834266,0.055685774425847254,0.049683776109834266,,0.04120751134570675,0.059643244863996886,0.04120751134570675,,0.0015576354366666665,0.002404686807363874,0.0015576354366666665,
521720,PIRANHAS,6,0.0,0.01717619747390708,0.018972714252047437,0.01717619747390708,,0.035073087883872,0.04168744487745006,0.035073087883872,,0.022454153933070833,0.03378664175329716,0.022454153933070833,,0.003712949282,0.008577006632976166,0.003712949282,
520340,BOM JARDIM DE GOIAS,6,0.0,0.017807772429951168,0.019531866660574083,0.017807772429951168,,0.04908294653586165,0.05481767110538694,0.04908294653586165,,0.013130662688628135,0.017030662311692393,0.013130662688628135,,0.00028306861616,0.00048738221494852774,0.00028306861616,
522150,TURVANIA,6,0.0,0.018094965891953533,0.020270181510001806,0.018094965891953533,,0.04320411293096324,0.05148977297243534,0.04320411293096324,,0.013479208175332399,0.015227505710691217,0.013479208175332399,,6.519814421666667e-05,8.671858924350049e-05,6.519814421666667e-05,
521565,PALESTINA DE GOIAS,6,0.0,0.018115837835212468,0.02025271000848035,0.018115837835212468,,0.023789894114981332,0.03175103186895261,0.023789894114981332,,0.02624878054372445,0.04579988682102655,0.02624878054372445,,0.0019778460891666664,0.004569278640943596,0.0019778460891666664,
520753,FAINA,6,0.0,0.018138919982682817,0.02035219722268484,0.018138919982682817,,0.033621666984438685,0.04235186216924536,0.033621666984438685,,0.0024123764608958496,0.0033128196469895533,0.0024123764608958496,,7.598829945366666e-05,0.00018001791015996682,7.598829945366666e-05,
521100,ITAPIRAPUA,6,0.0,0.018155133680586234,0.020319121938312576,0.018155133680586234,,0.021408356439412714,0.024994398289091318,0.021408356439412714,,0.0036059192384653668,0.004545525810181733,0.0036059192384653668,,5.145851431666667e-05,9.963266167510846e-05,5.145851431666667e-05,
521483,NOVA CRIXAS,6,0.0,0.01831535061939297,0.019422595569311397,0.01831535061939297,,0.021097037953256768,0.022648381241533812,0.021097037953256768,,0.00391288172995975,0.005102719405122863,0.00391288172995975,,0.00018863212116666662,0.00029874490788100923,0.00018863212116666662,
520050,ALOANDIA,6,0.0,0.018516259057994904,0.021483182581799185,0.018516259057994904,,0.040803840833254716,0.04449626297972067,0.040803840833254716,,0.009718804073503931,0.011195620862132744,0.009718804073503931,,0.00023589876995000003,0.0003817582950306862,0.00023589876995000003,
520380,BRITANIA,6,0.0,0.018677442011086582,0.020581269789521323,0.018677442011086582,,0.0363652797962295,0.04248517868729469,0.0363652797962295,,0.0140803637880771,0.01761418917935085,0.0140803637880771,,0.00043586152844999997,0.0005893016122230684,0.00043586152844999997,
521410,MUTUNOPOLIS,6,0.0,0.019688595478082566,0.02038390323250735,0.019688595478082566,,0.023533858472151434,0.025713294453264302,0.023533858472151434,,0.019016482535959115,0.02121522083502701,0.019016482535959115,,0.0006744698681666667,0.001122466263546161,0.0006744698681666667,
520650,CROMINIA,6,0.0,0.019708002681278387,0.022829136349296453,0.019708002681278387,,0.04707460442895836,0.0532910278732286,0.04707460442895836,,0.01571877210237702,0.017070409839133122,0.01571877210237702,,0.0015597680733333336,0.0028442646293752845,0.0015597680733333336,
521295,MATRINCHA,6,0.0,0.02012538331446835,0.02268126502034871,0.02012538331446835,,0.022624854202480452,0.027288024601574035,0.022624854202480452,,0.0044614920429816496,0.0059925318762459896,0.0044614920429816496,,0.00019535252339166669,0.00045044538283737064,0.00019535252339166669,
521400,MOZARLANDIA,6,0.0,0.021325360253899635,0.023308848226708468,0.021325360253899635,,0.02330670916606847,0.025613819567910583,0.02330670916606847,,0.028503346420618334,0.034969886592479245,0.028503346420618334,,0.0011775426111666667,0.0019305993103666589,0.0011775426111666667,
521980,SAO DOMINGOS,6,0.0,0.02232737460862615,0.0233909332404124,0.02232737460862615,,0.04584531963645231,0.046699028503620975,0.04584531963645231,,0.02763106163111262,0.031280907174344556,0.02763106163111262,,0.0003182097083333333,0.0004421712734705899,0.0003182097083333333,
520250,ARUANA,6,0.0,0.02271016545523602,0.024609872876683425,0.02271016545523602,,0.0499190459722664,0.054918857582145944,0.0499190459722664,,0.031257005451056995,0.04548253028647655,0.031257005451056995,,0.001998488506666667,0.0034073551142634363,0.001998488506666667,
521020,IPORA,6,0.0270211846087332,0.023054825194160133,0.027827804916122852,0.023054825194160133,19.590138286779077,0.07841669096001054,0.08416494801119002,0.07841669096001054,522.74493267721,0.05573296584395767,0.08103715895965663,0.05573296584395767,634.091470959177,0.03584948548187781,0.07212780092479103,0.03584948548187781,649.2521994560013
522020,SAO MIGUEL DO ARAGUAIA,6,0.0,0.023225566011574186,0.023985937496019946,0.023225566011574186,,0.03779899112208084,0.03856133610385767,0.03779899112208084,,0.019419142119120162,0.022372681355424355,0.019419142119120162,,0.003027529366666667,0.0050666525605725585,0.003027529366666667,
521600,PANAMA,6,0.0,0.023302579811434215,0.02652487674279622,0.023302579811434215,,0.030200652944285384,0.03624079740333447,0.030200652944285384,,0.0035192195715903003,0.0037537645196212784,0.0035192195715903003,,2.888076243333333e-05,5.199375028370807e-05,2.888076243333333e-05,
521260,MAIRIPOTABA,6,0.0,0.023352070366016515,0.02699076783634245,0.023352070366016515,,0.03159374451361021,0.036101470766067865,0.03159374451361021,,0.004627331158631083,0.0047409002368938,0.004627331158631083,,3.6997314433333325e-05,7.843006064796776e-05,3.6997314433333325e-05,
521060,ITAGUARU,6,0.0,0.024071955690299265,0.02735750772967145,0.024071955690299265,,0.07050818763773131,0.07866737446395262,0.07050818763773131,,0.046561153851468945,0.07188927607379834,0.046561153851468945,,0.004466599363333334,0.0063991389696997115,0.004466599363333334,
